title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Avenue Supermart shares up 0.3% as Sensex rises,ETMarkets.com,2023-07-06 07:00:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/stock-watch/avenue-supermart-shares-up-0-3-as-sensex-rises/articleshow/101535627.cms,indiatimes.com,"A total of 6,612 shares changed hands on the counter till 11:47AM (IST)","Sebi Sends Notice to on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-83771694,width-1070,height-580,imgsize-185726,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.755713,e21cdb1dd38bd963a8127ccc64a67efb
AICC Secretary Viswanathan Perumal booked for remark against Kerala CM,PTI,2023-07-06 07:00:00,timezone unknown,https://economictimes.indiatimes.com/news/politics-and-nation/aicc-secretary-booked-for-remark-against-kerala-cm/articleshow/101536243.cms,indiatimes.com,"AICC Secretary Viswanathan Perumal has been booked for an alleged objectionable remark against Kerala Chief Minister Pinarayi Vijayan, police said on Thursday. He was booked based on the complaint of…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,PTI,"https://img.etimg.com/thumb/msid-101536256,width-1070,height-580,imgsize-25630,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.755713,c5f4ba9b024ac6cbf592c0c958892548
'Tamasha' not democracy: Kapil Sibal on Maharashtra developments,PTI,2023-07-06 04:44:24,full,https://economictimes.indiatimes.com/news/politics-and-nation/tamasha-not-democracy-kapil-sibal-on-maharashtra-developments/articleshow/101532921.cms,indiatimes.com,"MP Kapil Sibal criticized the political turmoil in Maharashtra, terming it a ""Tamasha"", which the law seems to allow. After NCP leader Ajit Pawar & others were inducted into the Maharashtra…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,PTI,"https://img.etimg.com/thumb/msid-101533290,width-1070,height-580,imgsize-69874,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.755713,aef3ea04889e4ed0cf0240e181b7d44d
"From India's crown, a flavour worth a fortune",Sutanuka Ghosal,2023-07-06 00:57:58,full,https://economictimes.indiatimes.com/news/economy/agriculture/from-indias-crown-a-flavour-worth-a-fortune/articleshow/101528116.cms,indiatimes.com,"Kashmir saffron's prices have risen to ₹3.25 lakh ($4387) per kg, five times the value of silver, after receiving the Geographical Indication (GI) tag, which verifies the spice's origin. The move has…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,Sutanuka Ghosal,"https://img.etimg.com/thumb/msid-101528373,width-1070,height-580,imgsize-65192,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.755713,00e982cef2fb0c84561e34eb9be9db97
Woman shot dead in front of school in Imphal West,Bikash Singh,2023-07-06 18:15:00,timezone unknown,https://economictimes.indiatimes.com/news/india/woman-shot-dead-in-front-of-school-in-imphal-west/articleshow/101553250.cms,indiatimes.com,"A middle-aged woman was shot dead by unidentified gunmen in front of a school in Imphal West district on Thursday, as violence continued in Manipur. Officials said the armed miscreants opened fire on…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Bikash Singh,"https://img.etimg.com/thumb/msid-101553265,width-1070,height-580,imgsize-14076,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.755713,066c044cb4bcc3825c7f55362391a456
‘Princess of pop' Britney Spears 'attacked' in Las Vegas,The Feed,2023-07-06 16:57:30,full,https://economictimes.indiatimes.com/news/international/us/princes-of-pop-britney-spears-attacked-in-las-vegas/articleshow/101552702.cms,indiatimes.com,Media reports suggest that the security staff backhanded Britney Spears. She has filed a complaint with the police.,"Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,The Feed,"https://img.etimg.com/thumb/msid-101552734,width-1070,height-580,imgsize-22880,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.755713,2d707bdd16aeba8e49682128d1a64625
Flash fails to impress: Box Office struggles continue after three weeks,The Feed,2023-07-06 16:45:00,timezone unknown,https://economictimes.indiatimes.com/news/international/us/flash-fails-to-impress-box-office-struggles-continue-after-three-weeks/articleshow/101552237.cms,indiatimes.com,"The Flash faced numerous production challenges over the years, with multiple directors attached to the project before Muschietti took the helm.","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,The Feed,"https://img.etimg.com/thumb/msid-101552259,width-1070,height-580,imgsize-77316,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.755713,0c4f64e18a99fcd9d25ec32213003178
Ambrane expects to almost double revenue to Rs 500 cr by 2025-26,PTI,2023-07-06 15:30:00,timezone unknown,https://economictimes.indiatimes.com/industry/cons-products/electronics/ambrane-expects-to-almost-double-revenue-to-rs-500-cr-by-2025-26/articleshow/101550220.cms,indiatimes.com,"Smart devices and accessories maker Ambrane India expects to almost double its revenue to Rs 500 crore by 2025-26 as it looks to expand both product portfolio and geographic reach, a top official of…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,PTI,"https://img.etimg.com/thumb/msid-101550238,width-1070,height-580,imgsize-1778922,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.755713,7d97a38e354d69a1e9b114d6239c4eae
"Public sector banks confident of withstanding macro shocks, says govt",Reuters,2023-07-06 15:30:00,timezone unknown,https://economictimes.indiatimes.com/industry/banking/finance/banking/public-sector-banks-confident-of-withstanding-macro-shocks-says-govt/articleshow/101550902.cms,indiatimes.com,"The asset quality of India's state-run banks has improved with gross non-performing assets - the measure of a bank's bad loans - at 4.97% in March 2023, the ministry said in a statement released after…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Reuters,"https://img.etimg.com/thumb/msid-101550967,width-1070,height-580,imgsize-14062,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.755713,bce354bc2b7f7f03a9c8be9906a7fc70
"TCS scales up Microsoft Azure partnership, to train 25,000 associates",Sai Ishwarbharath,2023-07-06 14:30:00,timezone unknown,https://economictimes.indiatimes.com/tech/information-tech/tcs-scales-up-microsoft-azure-partnership-to-train-25000-associates/articleshow/101549417.cms,indiatimes.com,Generative AI enterprise adoption offering uses a proprietary transformation framework to bring together TCS knowledge and expertise in Azure Open AI service to help clients enhance customer…,"Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Sai Ishwarbharath,"https://img.etimg.com/thumb/msid-101549515,width-1070,height-580,imgsize-2089418,overlay-ettech/photo.jpg",False,@EconomicTimes,13.755713,de04b07affebd426230003732a377716
Titan Q1 Update: All-round performance drives 20% YoY growth in revenue,Vidya Sreedhar,2023-07-06 13:00:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/recos/titan-q1-update-all-round-performance-drives-20-yoy-growth-in-revenue/articleshow/101548040.cms,indiatimes.com,"​​'Buyer growth was higher than average ticket size growth for this period. Despite significant volatility in gold prices throughout the quarter, Akshaya Tritiya sales in April and wedding purchases…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Vidya Sreedhar,"https://img.etimg.com/thumb/msid-101548014,width-1070,height-580,imgsize-91918,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.739133,6be73a119e1eb3d0a35510be344edc4b
Instagram Threads: Mark Zuckerberg's Meta launches Twitter-like app. What It Is & How to Use It?,ET Online,2023-07-06 10:05:34,full,https://economictimes.indiatimes.com/news/how-to/instagram-threads-mark-zuckerbergs-meta-launches-twitter-like-app-what-it-is-how-to-use-it/articleshow/101541292.cms,indiatimes.com,"Instagram has launched its new microblogging app, Threads, in 100 countries, including India. Similar to Twitter, Threads features short text posts with a maximum of 500 characters that can include…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,ET Online,"https://img.etimg.com/thumb/msid-101542981,width-1070,height-580,imgsize-32688,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.739133,128a8592bd67cd185b18d408f35bf3ed
PhonePe sets foot in Point-of-sale device market to raise heat on rival Paytm,ET Online,2023-07-06 07:15:00,timezone unknown,https://economictimes.indiatimes.com/industry/banking/finance/banking/phonepe-sets-foot-in-point-of-sale-device-market-to-raise-heat-on-rival-paytm/articleshow/101536287.cms,indiatimes.com,"PhonePe has launched its Point-of-sale (POS) device to enable Indian merchants to accept payments via debit cards, credit cards and UPI. The device comes preloaded with the PhonePe POS App and allows…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ET Online,"https://img.etimg.com/thumb/msid-101536453,width-1070,height-580,imgsize-30884,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.739133,52db62f62369ec907403146e1d4af5bf
"24 bunkers destroyed in several districts of Manipur by combined team of Manipur Police, Central Security Forces",Bikash Singh,2023-07-06 18:15:00,timezone unknown,https://economictimes.indiatimes.com/news/india/24-bunkers-destroyed-in-several-districts-of-manipur-by-combined-team-of-manipur-police-central-security-forces/articleshow/101552972.cms,indiatimes.com,"Manipur police stated 24 bunkers were destroyed in Imphal East, Kangpokpi and Imphal West Districts by combined team of Manipur Police and Central Security Forces. The police on a statement stated…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Bikash Singh,"https://img.etimg.com/thumb/msid-101552991,width-1070,height-580,imgsize-65016,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.739133,50332a8983766435033412d05d91a91c
"FM asks PSBs to follow transparent NPA recognition norms, pursue robust risk management",PTI,2023-07-06 17:45:00,timezone unknown,https://economictimes.indiatimes.com/industry/banking/finance/banking/fm-asks-psbs-to-follow-transparent-npa-recognition-norms-pursue-robust-risk-management/articleshow/101552418.cms,indiatimes.com,"All the major financial parameters viz., credit deployment, profitability, asset quality, capital adequacy etc. indicate that the performance of PSBs has significantly improved. They're adequately…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,PTI,"https://img.etimg.com/thumb/msid-101552453,width-1070,height-580,imgsize-43982,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.739133,a237c9d8d31bb90fbfb1c2ca1f12aaf9
"Securitisation volume soars 60% to Rs 53,000 cr in Q1, may slow down going forward on HDFC exit",PTI,2023-07-06 17:45:00,timezone unknown,https://economictimes.indiatimes.com/industry/banking/finance/banking/securitisation-volume-soars-60-to-rs-53000-cr-in-q1-may-slow-down-going-forward-on-hdfc-exit/articleshow/101552349.cms,indiatimes.com,"Securitisation is primarily originated by non-banking financial companies and housing finance companies and the volumes, combining both direct assignments as well as pass-through certificates, have…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,PTI,"https://img.etimg.com/thumb/msid-101552359,width-1070,height-580,imgsize-19448,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.739133,e797b8b0cd6b43adf618b5dda785566d
‘Biodiversity protection doesn't mean millions of job losses — economic activity which encroaches on ecosystems quantifiably harms humanity',Srijana Mitra Das,2023-07-06 16:45:00,timezone unknown,https://economictimes.indiatimes.com/news/et-evoke/biodiversity-protection-doesnt-mean-millions-of-job-losses-economic-activity-which-encroaches-on-ecosystems-quantifiably-harms-humanity/articleshow/101552291.cms,indiatimes.com,A large part of my work tries to figure out this multifaceted puzzle by analysing what happens in a region in terms of tangible outcomes when it undergoes a significant decline in species. A…,"Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Srijana Mitra Das,"https://img.etimg.com/thumb/msid-101552273,width-1070,height-580,imgsize-20802,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.739133,9267b6b73adbe03a13fe58343db322f4
"Ahead of of monsoon session of Parliament, Centre calls for all-party meeting on July 19",ANI,2023-07-06 07:45:00,timezone unknown,https://economictimes.indiatimes.com/news/politics-and-nation/ahead-of-of-monsoon-session-of-parliament-centre-calls-for-all-party-meeting-on-july-19/articleshow/101537545.cms,indiatimes.com,"The monsoon session of Parliament will commence on July 20 and is slated to continue till August 11. The central government has called an all-party meeting on July 19, ahead of the session. Opposition…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ANI,"https://img.etimg.com/thumb/msid-101537575,width-1070,height-580,imgsize-27796,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.739133,4ff36af0c21c3e42ed1f7aed73910d3e
"TCS to upskill 25,000 engineers on Microsoft's Azure Open AI",Reuters,2023-07-06 07:00:00,timezone unknown,https://economictimes.indiatimes.com/tech/technology/indias-tcs-to-upskill-25000-engineers-on-microsofts-azure-open-ai/articleshow/101536277.cms,indiatimes.com,"The company also launched its new Generative AI Enterprise adoption offering for clients, making a bet on the rapidly growing artificial intelligence space.","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Reuters,"https://img.etimg.com/thumb/msid-101536312,width-1070,height-580,imgsize-94338,overlay-ettech/photo.jpg",False,@EconomicTimes,13.705727,5efcfb26bea2d905fa0ec04bb37c896f
Impact investing: A focus of new generation ultra-rich,Nimish Shah,2023-07-06 07:00:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/news/impact-investing-a-focus-of-new-generation-ultra-rich/articleshow/101534986.cms,indiatimes.com,Various studies have shown that the new generation is twice as likely to invest basis the underlying companies commitment to making a positive impact through corporate policies that involve…,"Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Nimish Shah,"https://img.etimg.com/thumb/msid-101536241,width-1070,height-580,imgsize-35614,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.705727,9798b7fa611167b63d1835f74782cfe6
ChatGPT's explosive growth shows first decline in traffic since launch,Reuters,2023-07-06 06:30:00,timezone unknown,https://economictimes.indiatimes.com/tech/technology/chatgpts-explosive-growth-shows-first-decline-in-traffic-since-launch/articleshow/101534865.cms,indiatimes.com,"ChatGPT, the wildly popular AI chatbot launched in November, saw monthly traffic to its website and unique visitors decline for the first time ever in June, according to analytics firm Similarweb.","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Reuters,"https://img.etimg.com/thumb/msid-101534914,width-1070,height-580,imgsize-105234,overlay-ettech/photo.jpg",False,@EconomicTimes,13.705727,c85323d24367379e6a26f021a7b857a2
"More fuel in pipeline for ITC's rip-roaring rally, but will the addiction last?",Nikhil Agarwal,2023-07-06 05:30:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/news/more-fuel-in-pipeline-for-itcs-rip-roaring-rally-but-will-the-addiction-last/articleshow/101532476.cms,indiatimes.com,"Now just when investors were getting worried about valuations, which are not dirt cheap anymore, and the fall in dividend yield to around 3% at current market prices, the bulls have found another…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Nikhil Agarwal,"https://img.etimg.com/thumb/msid-101532583,width-1070,height-580,imgsize-8906,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.705727,62cf9ca22bf0f873223e007b8a79197f
Zee Ent. shares rise 1.97% as Sensex climbs,ETMarkets.com,2023-07-06 05:30:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/stock-watch/zee-ent-shares-rise-1-97-as-sensex-climbs/articleshow/101532963.cms,indiatimes.com,"A total of 278,113 shares changed hands on the counter till 10:15AM (IST)","Sebi Sends Notice to on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-83608600,width-1070,height-580,imgsize-23742,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.705727,46c25fb854c6ba0f945ac6827fc9f373
Should you bet on Eicher Motors stock? Dipan Mehta answers,ET Now,2023-07-06 02:30:00,timezone unknown,https://economictimes.indiatimes.com/markets/expert-view/should-you-bet-on-eicher-motors-stock-dipan-mehta-answers/articleshow/101518294.cms,indiatimes.com,I think this trend is going to continue for a few more quarters and we remain very positive on the entire auto space including Eicher Motors which is right now under pressure last couple of days or so…,"Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ET Now,"https://img.etimg.com/thumb/msid-101518276,width-1070,height-580,imgsize-23636,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.705727,7215decd309233bbe4518191f374a84e
"From sinister 'Adhura' to 'Neeyat', check out this week's OTT & filmy releases",ET Online,2023-07-06 14:30:00,timezone unknown,https://economictimes.indiatimes.com/magazines/panache/from-sinister-adhura-to-neeyat-check-out-this-weeks-ott-filmy-releases/articleshow/101550010.cms,indiatimes.com,"If you are into blood-curdling horrors, edge-of-the-seat thrillers and cosy mysteries, you will be spoilt for choice!","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ET Online,"https://img.etimg.com/thumb/msid-101550015,width-1070,height-580,imgsize-65428,overlay-etpanache/photo.jpg",False,@EconomicTimes,13.705727,e76eacff49567fc261674a188180c16a
Stock market update: Nifty Bank index advances 0.42%,ETMarkets.com,2023-07-06 11:45:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-42/articleshow/101544451.cms,indiatimes.com,The Nifty Bank index closed 0.42 per cent up at 45339.9.,"Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-83772708,width-1070,height-580,imgsize-284734,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.705727,56f9618391a7e8775f0456908614b9a7
